bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,True,,,,Success In Play,Tackle,0.0,,,,,,,,,,,,6356802a-657d-421d-b193-44cce5f47307,1697,,"[48.4, 22.3]",3825631,43,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,93,Atlético Madrid,212,['80e888f6-cd30-4117-bd49-821f9797d935'],20,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:43:20.576,Duel,True
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,62008acd-6547-4cc0-aa9b-3d12f30a3571,1772,,"[45.0, 9.9]",3825631,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Joseba Zaldúa Bengoetxea,6605.0,Right Back,98,Atlético Madrid,212,['526ebd47-49f3-4148-8e6b-974dd3d7e5c7'],10,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:10.534,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,d8251f28-4bd9-430f-85b5-c801b824c460,1792,,"[86.7, 23.5]",3825631,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Imanol Agirretxe Arruti,6677.0,Center Forward,101,Real Sociedad,210,['6be5f8c9-3ba0-44c5-be66-1282903b9fa0'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:00.631,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,335903da-1cd6-4807-a3e1-2bfa71aaab1f,1838,,"[62.6, 71.9]",3825631,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Diego Antonio Reyes Rosales,16539.0,Right Center Back,103,Atlético Madrid,212,['2e06ed88-55a6-4b2e-94ed-473c31194eb7'],52,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:52.702,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,6c37c213-c094-4862-b21c-791b135509c8,1841,,"[57.2, 21.8]",3825631,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jackson Arley Martínez Valencia,17622.0,Left Center Forward,103,Atlético Madrid,212,['d3124f1d-9184-4da9-bbe9-ae800d348e63'],54,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:54.661,Duel,True
,,,,,,,,,,True,,,,Success In Play,Tackle,0.0,,,,,,,,,,,,e17631b7-5c25-460a-a27d-22f6515b755e,1846,,"[32.4, 73.8]",3825631,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Diego Antonio Reyes Rosales,16539.0,Right Center Back,104,Real Sociedad,210,['69f6e977-5ab4-4d56-a2a0-e3392939df23'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:00.693,Duel,True
,,,,,,,,,,True,,,,Success In Play,Tackle,0.0,,,,,,,,,,,,65ee01b6-b0eb-4803-ba4e-ec5ea754a096,1865,,"[43.4, 56.7]",3825631,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Diego Antonio Reyes Rosales,16539.0,Right Center Back,105,Atlético Madrid,212,['60bec301-7044-4eeb-bab4-64843debeea4'],14,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:14.813,Duel,True
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,9208b060-9426-428f-a127-7388815c44f9,1897,,"[10.1, 76.6]",3825631,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Juan Francisco Torres Belén,6375.0,Right Back,106,Real Sociedad,210,['3a880b3b-53f7-4e28-bd32-60af80d4e4d9'],49,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:49.884,Duel,True
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,d9795681-0712-4e53-9f66-09de4653a51e,1919,,"[33.9, 5.0]",3825631,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,107,Real Sociedad,210,['469c3342-6eee-4102-a57a-e707d2a2c284'],40,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:40.361,Duel,True
,,,,,,,,,,True,,,,Success In Play,Tackle,0.0,,,,,,,,,,,,f5261982-82cd-42cd-9539-5b49f26fe5dc,1924,,"[15.8, 9.9]",3825631,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,108,Atlético Madrid,212,['d2df3915-7fe1-4e03-b16c-ccdd438b633c'],43,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:43.101,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,87b1ffec-6df2-4401-bd62-9793e4e49e9d,1997,,"[45.6, 53.7]",3825631,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alberto De La Bella Madureño,6674.0,Left Back,112,Atlético Madrid,212,['f95c7694-951f-40ac-b1c6-671c45a12433'],35,,,,,,,,,,,,,,,,,Real Sociedad,210,00:06:35.651,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,406c6c71-9bd1-40da-b812-aad825fafa70,2037,,"[74.4, 56.0]",3825631,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Imanol Agirretxe Arruti,6677.0,Center Forward,115,Real Sociedad,210,['6897094b-d6f4-49ff-aa94-d9a217c40ede'],36,,,,,,,,,,,,,,,,,Real Sociedad,210,00:07:36.052,Duel,True
,,,,,,,,,,True,,,,Won,Tackle,0.0,,,,,,,,,,,,3af6ed2b-6922-4ea5-bf4a-82218d98d950,2069,,"[115.1, 7.9]",3825631,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,David Zurutuza Veillet,6669.0,Left Wing,117,Real Sociedad,210,['cf234c87-ba16-441c-8163-4b2018f285b1'],5,,,,,,,,,,,,,,,,,Real Sociedad,210,00:08:05.132,Duel,True
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,3bd9f789-7608-4cce-aac4-2ab9e47fc836,2072,,"[5.0, 77.6]",3825631,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José María Giménez de Vargas,5259.0,Right Center Back,117,Real Sociedad,210,['f2ad61b7-d733-4530-9138-b01516a698a4'],8,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:08:08.853,Duel,True
,,,,,,,,,,True,,,,Success In Play,Tackle,0.0,,,,,,,,,,,,8f6ce5bd-7bb0-46f6-95d6-1dd100652751,2150,,"[26.8, 15.4]",3825631,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jorge Resurrección Merodio,5199.0,Left Midfield,120,Atlético Madrid,212,['915f3448-b0a2-4525-9f3d-05f26b83c48f'],14,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:09:14.587,Duel,True
,,,,,,,,,,,,,,Success In Play,Tackle,0.0,,,,,,,,,,,,3e7ba89e-e6e3-439c-9bd8-1994f6068570,2234,,"[25.1, 12.9]",3825631,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alberto De La Bella Madureño,6674.0,Left Back,125,Atlético Madrid,212,['164270aa-fd18-4f3e-a5f6-8d067486d861'],14,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:14.349,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,72573303-c2ec-46b5-82a3-036f8b84e226,2240,,"[48.7, 24.1]",3825631,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Imanol Agirretxe Arruti,6677.0,Center Forward,125,Atlético Madrid,212,['de746edc-c96d-4d45-b4b4-5f5efe214a41'],20,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:20.749,Duel,True
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,c039f40a-ce18-46b5-8ae4-5d32fe8c3075,2249,,"[29.9, 41.0]",3825631,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,David Zurutuza Veillet,6669.0,Left Wing,125,Atlético Madrid,212,['422b2cbe-ed8f-4dbb-84dc-ecf60fe10b83'],23,,,,,,,,,,,,,,,,,Real Sociedad,210,00:11:23.727,Duel,True
,,,,,,,,,,True,,,,Won,Tackle,0.0,,,,,,,,,,,,48425adb-14ff-4672-888e-379595defd85,2366,,"[102.2, 22.5]",3825631,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,132,Real Sociedad,210,['6e64f5e8-2087-4092-8746-dca88b31191a'],45,,,,,,,,,,,,,,,,,Real Sociedad,210,00:13:45.991,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,b1201af0-9db4-4bd2-bc60-38d94f1cab11,2432,,"[33.1, 48.4]",3825631,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Tiago Cardoso Mendes,20669.0,Left Defensive Midfield,134,Real Sociedad,210,['ec93c24f-47e4-4e5a-b04c-8aad894d5c07'],49,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:15:49.149,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,6b72efb2-aca0-48b2-88c9-51e282d6baef,2436,,"[97.4, 43.3]",3825631,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Imanol Agirretxe Arruti,6677.0,Center Forward,134,Real Sociedad,210,['67ed7edf-6a85-4a6e-be12-7d9f3e595a73'],52,,,,,,,,,,,,,,,,,Real Sociedad,210,00:15:52.572,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,997887cf-bff1-463f-97cd-b7115daa87bd,2438,,"[28.0, 36.8]",3825631,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Antoine Griezmann,5487.0,Right Center Forward,134,Real Sociedad,210,['cdc59913-32d8-4d62-b700-35a11449d28f'],54,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:15:54.425,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,02df9da7-7a83-4274-8b8d-927e889f3ec3,2486,,"[50.3, 34.8]",3825631,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Antoine Griezmann,5487.0,Right Center Forward,137,Real Sociedad,210,['48a19b7e-2d63-4829-b679-8fe7215086f9'],25,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:25.932,Duel,True
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,5e2b88a9-f84d-490d-ac3e-cf9ed3dc7c31,2515,,"[16.4, 25.1]",3825631,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,139,Real Sociedad,210,['4b99269d-f8de-49c6-8090-04fbd0163eec'],21,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:19:21.713,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,48924172-5729-4155-889d-e9234eefea50,2538,,"[69.7, 7.4]",3825631,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,David Zurutuza Veillet,6669.0,Left Wing,141,Atlético Madrid,212,['5271169f-5dd0-4e79-b48c-70c751a716f0'],12,,,,,,,,,,,,,,,,,Real Sociedad,210,00:20:12.348,Duel,True
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,bbb8cd9c-80b4-4390-b6d2-a15d41379eff,2558,,"[7.7, 76.5]",3825631,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,142,Real Sociedad,210,['e3843b8e-e8c9-4afd-87ea-42a1ba497325'],42,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:42.193,Duel,True
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,72f2a32b-76bf-43d4-b9c5-02c5e93ce0f0,2581,,"[19.2, 58.1]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Juan Francisco Torres Belén,6375.0,Right Back,143,Real Sociedad,210,['52c5bab5-de55-4865-abc7-bc58a3ce64a6'],28,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:21:28.093,Duel,True
,,,,,,,,,,,,,,Success In Play,Tackle,0.0,,,,,,,,,,,,20f5ed21-0bcf-4a91-88da-99eac2c90be0,2658,,"[29.0, 62.9]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,143,Real Sociedad,210,['26eafee7-edc5-4ee7-afb2-a534f3233226'],32,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:22:32.879,Duel,True
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,62216e95-99e3-45de-9bdf-133039729352,2674,,"[30.4, 78.6]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jorge Resurrección Merodio,5199.0,Right Midfield,143,Real Sociedad,210,['cd776cb2-374c-413a-8ae9-47a9091b4cb8'],52,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:22:52.097,Duel,True
,,,,,,,,,,True,,,,Won,Tackle,0.0,,,,,,,,,,,,3393439a-2234-46f3-a02e-092bb3ab0f0e,2750,,"[16.1, 53.1]",3825631,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,145,Real Sociedad,210,['ed8f04e1-59de-4494-acb6-2f9b2edbeaa3'],25,,,,,,,,,,,,,,,,,Real Sociedad,210,00:24:25.496,Duel,True
,,,,,,,,,,,,,,Success In Play,Tackle,0.0,,,,,,,,,,,,8585f369-790d-42b1-ad0d-df4d90007a2b,2837,,"[29.9, 8.8]",3825631,71,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,149,Atlético Madrid,212,['9e239e18-6323-45a8-9264-a61e613da519'],29,,,,,,,,,,,,,,,,,Real Sociedad,210,00:26:29.013,Duel,True
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,8461ff65-adf8-4928-803b-ae6d921427af,2854,,"[56.9, 68.8]",3825631,71,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Imanol Agirretxe Arruti,6677.0,Center Forward,149,Atlético Madrid,212,['075b0c4d-0e7d-4fed-87c4-822143391f0d'],43,,,,,,,,,,,,,,,,,Real Sociedad,210,00:26:43.768,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,2aed2cba-5f6c-4d50-a79d-53f3a3b206b9,2945,,"[81.5, 52.3]",3825631,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Imanol Agirretxe Arruti,6677.0,Center Forward,156,Real Sociedad,210,['03fdc7f6-a6b1-473b-ad3e-ec4884b47fab'],27,,,,,,,,,,,,,,,,,Real Sociedad,210,00:30:27.198,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,981cba3a-7df3-4169-8554-43126aa7ef11,2964,,"[49.9, 16.9]",3825631,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Filipe Luís Kasmirski,6320.0,Left Back,157,Atlético Madrid,212,['a6f389bb-174b-44d2-82b0-0dd1dceb625d'],1,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:31:01.385,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,ea751584-5ea1-4336-a89b-46bfead66b5e,2977,,"[53.4, 39.9]",3825631,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,157,Atlético Madrid,212,['84189168-15ab-4ee0-a439-eb550625cc89'],10,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:31:10.953,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,a0af50e0-c34b-466a-a242-da6b283904a7,3050,,"[65.0, 63.1]",3825631,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Antoine Griezmann,5487.0,Right Center Forward,159,Atlético Madrid,212,['d1ce2d08-ad03-4d31-9120-09ef4a2d9181'],50,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:32:50.100,Duel,True
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,5bf5a7d4-dce3-421e-b4a3-66f9afa11cce,3076,,"[46.9, 14.7]",3825631,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jorge Resurrección Merodio,5199.0,Right Midfield,160,Real Sociedad,210,['6049bd6d-aa3c-46ff-a89c-bcaf9f08698d'],5,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:05.360,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,6f1593e4-c03d-4eba-928a-fd9f6cae61e8,3161,,"[107.5, 53.9]",3825631,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,163,Real Sociedad,210,['7c104da4-0671-4a45-81bb-1d12a274a350'],57,,,,,,,,,,,,,,,,,Real Sociedad,210,00:34:57.581,Duel,True
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,79ed0b6b-6a32-4b52-9bfe-596638015aca,3215,,"[79.9, 19.6]",3825631,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Fernando José Torres Sanz,6382.0,Left Center Forward,166,Real Sociedad,210,['76025db8-de91-40b7-baa8-cbb44168cd55'],58,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:58.906,Duel,True
,,,,,,,,,,,,,,Won,Tackle,0.0,,,,,,,,,,,,f73d8f4e-87bb-477e-845c-f8de5256f88f,3241,,"[47.9, 50.8]",3825631,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Diego Antonio Reyes Rosales,16539.0,Right Center Back,166,Real Sociedad,210,['5397a981-6b1e-439a-9a70-76ea909ed60a'],27,,,,,,,,,,,,,,,,,Real Sociedad,210,00:36:27.099,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,0b7c2280-1568-487f-a5a2-172a2e479675,3256,,"[108.6, 33.4]",3825631,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Imanol Agirretxe Arruti,6677.0,Center Forward,166,Real Sociedad,210,['5ef2623a-baa9-4e0a-83b0-fa8fa809fcf5'],42,,,,,,,,,,,,,,,,,Real Sociedad,210,00:36:42.766,Duel,True
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,bcde71f3-cb34-44bb-8bde-9b22027cb619,3293,,"[23.5, 49.5]",3825631,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Diego Antonio Reyes Rosales,16539.0,Right Center Back,167,Atlético Madrid,212,['c29b44f9-0569-4c1b-8674-e62ab4ee0a98'],20,,,,,,,,,,,,,,,,,Real Sociedad,210,00:37:20.866,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,5fc281eb-8bc7-450e-ac4f-21215a8362ae,3338,,"[68.6, 56.7]",3825631,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Fernando José Torres Sanz,6382.0,Left Center Forward,168,Atlético Madrid,212,['627ef07f-975d-485a-a8c9-35aa27ee772e'],35,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:38:35.137,Duel,True
,,,,,,,,,,True,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,75027edd-2aa7-49b1-a394-b4c225034056,3411,,"[58.6, 6.2]",3825631,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Midfield,173,Real Sociedad,210,['8d88d116-ac5c-4179-9664-5578796e10d5'],6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:40:06.946,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,884338f0-f98d-484b-934e-b25b060dfc1b,3443,,"[46.2, 17.5]",3825631,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,175,Atlético Madrid,212,['6bd3518a-4d35-4c39-87b7-bce5ae614283'],23,,,,,,,,,,,,,,,,,Real Sociedad,210,00:41:23.262,Duel,True
,,,,,,,,,,,,,,Won,Tackle,0.0,,,,,,,,,,,,985179a7-3102-4609-80f6-8229c04a559b,3478,,"[10.7, 69.4]",3825631,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Jorge Resurrección Merodio,5199.0,Right Wing,178,Atlético Madrid,212,['52234973-9221-4f87-846b-2bccd4eceda6'],59,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:59.668,Duel,True
,,,,,,,,,,True,,,,Won,Tackle,0.0,,,,,,,,,,,,d6402e75-f25e-4b63-8972-b7de9139f12f,3500,,"[95.5, 27.7]",3825631,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Saúl Ñíguez Esclapez,6381.0,Left Center Midfield,179,Atlético Madrid,212,['67142875-6629-4914-a92a-80c610068ade'],45,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:42:45.280,Duel,True
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,ddd65649-804c-4a1b-8560-03e5266dc5bc,3584,,"[38.3, 63.6]",3825631,93,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Joseba Zaldúa Bengoetxea,6605.0,Right Back,186,Atlético Madrid,212,['2ec4cf3a-ecd8-4c32-b659-3999194a5553'],4,,,,,,,,,,,,,,,,,Real Sociedad,210,00:48:04.340,Duel,True
,,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,06697076-fd34-49fd-a2c7-9f59ca790021,49,,"[59.4, 66.7]",3825631,0,,,True,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,5,Atlético Madrid,212,['99d28620-dd80-40cc-a5af-bf6f3ac38c77'],46,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:46.537,Block,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,76113c84-6107-43ed-956e-df5513b32362,239,,"[80.2, 9.4]",3825631,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,David Zurutuza Veillet,6669.0,Left Wing,13,Atlético Madrid,212,['aa231753-fb0a-483b-abf9-8183a32f1b0e'],51,,,,,,,,,,,,,,,,,Real Sociedad,210,00:04:51.184,Block,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4435e2b3-7218-4490-ab44-1a8e2be41e79,302,,"[58.8, 51.6]",3825631,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,19,Real Sociedad,210,['69cfbbec-66ca-4a1a-9b3c-3e5b3f0a1963'],28,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:07:28.203,Block,
,,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,41dd8c79-2d9d-4ee5-9452-834548c5ddbd,511,,"[58.1, 6.6]",3825631,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,34,Atlético Madrid,212,,47,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:12:47.014,Block,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e14d936c-89e2-4aaf-80af-d6afcfff18ed,529,,"[69.8, 6.6]",3825631,13,,,True,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alberto De La Bella Madureño,6674.0,Left Back,34,Atlético Madrid,212,['3ba65bd6-dd0e-4791-93ca-702ccb0bb0f1'],4,,,,,,,,,,,,,,,,,Real Sociedad,210,00:13:04.936,Block,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2a34dad9-5786-47f2-a5d3-87b818c35d91,678,,"[32.3, 74.8]",3825631,18,,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Joseba Zaldúa Bengoetxea,6605.0,Right Back,45,Atlético Madrid,212,['3bf3b1dc-3d27-4e9c-a75e-7a5254fa8e60'],8,,,,,,,,,,,,,,,,,Real Sociedad,210,00:18:08.570,Block,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7ea4464b-612b-4b27-8eb8-22ccfacf75dd,688,,"[32.6, 77.4]",3825631,18,,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Joseba Zaldúa Bengoetxea,6605.0,Right Back,46,Atlético Madrid,212,['c72f69a1-b92d-49dd-8e6a-eb34581c7235'],19,,,,,,,,,,,,,,,,,Real Sociedad,210,00:18:19.974,Block,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,910cde10-c730-404d-b411-e665ccdc8fda,761,,"[46.7, 78.9]",3825631,19,,,True,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joseba Zaldúa Bengoetxea,6605.0,Right Back,50,Atlético Madrid,212,['6f4a4d0b-433e-4f31-9c81-01cc5f1585aa'],57,,,,,,,,,,,,,,,,,Real Sociedad,210,00:19:57.965,Block,
,,,True,,,,,,,,,,,,,0.0,,,,,,,,,,,,f359b194-006d-42d9-b2e2-5a8dce4846d6,793,,"[25.5, 77.1]",3825631,20,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,51,Atlético Madrid,212,['c01e6bba-1265-4262-b4f8-3a234ffad5c7'],25,,,,,,,,,,,,,,,,,Real Sociedad,210,00:20:25.773,Block,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6fc042b7-b2a6-4faf-8946-26434c4972ee,808,,"[40.1, 75.0]",3825631,20,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Markel Bergara Larrañaga,6633.0,Right Defensive Midfield,51,Atlético Madrid,212,['c8a706c1-8d5c-40b5-acf9-d355f06bb9f7'],40,,,,,,,,,,,,,,,,,Real Sociedad,210,00:20:40.117,Block,
