50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.084289,,,,,,,,,,,,,fa42d421-a2c5-4094-b658-8af81edbf549,2580,,"[108.8, 51.0]",3825594,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,129,Celta Vigo,209,"['1eb57185-adab-4b83-a400-6321e061caee', 'ca81d2d7-8a34-4a83-a211-453b9541b80a']",5,,Right Foot,"[109.7, 50.0]",True,"[{'location': [104.3, 40.0], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.4, 46.9], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.2, 45.8], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.5, 44.7], 'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 49.5], 'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.7, 39.8], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.7, 22.9], 'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",940230ee-cc52-4b84-b17b-0510ecbffe38,,Blocked,0.07818116,Normal,Open Play,,,,,,Celta Vigo,209,00:22:05.566,Shot,
,,,,,,,,,,,,,,,,0.638549,,,,,,,,,,,,,bdfac743-2baa-44e0-87a6-38dbe686e739,2586,,"[91.9, 39.7]",3825594,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Augusto Matías Fernández,19668.0,Left Defensive Midfield,130,Celta Vigo,209,['325a80b2-0d4d-463e-bfab-329ca4969501'],50,,Right Foot,"[106.6, 35.1]",True,"[{'location': [94.9, 54.3], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.9, 50.1], 'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 32.9], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.6, 40.6], 'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.8, 49.6], 'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [108.7, 44.7], 'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [108.6, 43.2], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 40.6], 'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 34.5], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 30.6], 'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.5, 48.7], 'player': {'id': 6356, 'name': 'Michael Krohn-Dehli'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.5, 46.8], 'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 40.3], 'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.1, 39.9], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.5, 34.7], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.4, 76.4], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.8, 39.6], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Wayward,0.01579283,Volley,Open Play,,,,,,Celta Vigo,209,00:22:50.846,Shot,
,,,,,,,,,,,,,,,,0.461901,,,,,,,,,,,,,a3a6908d-6457-4750-b5bd-d05e6c5b3eb6,2611,,"[107.8, 26.1]",3825594,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Iago Aspas Juncal,5217.0,Center Forward,130,Celta Vigo,209,"['6a7c7975-1413-4f82-9ec3-c81ab208c722', 'd4e88d53-f98e-4d33-b767-736767d13421']",16,,Left Foot,"[117.3, 38.5, 1.1]",,"[{'location': [89.7, 29.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.7, 51.2], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 26.8], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 30.8], 'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [80.1, 14.6], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.0, 25.6], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.8, 32.1], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 25.8], 'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [83.0, 14.0], 'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.5, 37.0], 'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9c9504ac-9fe8-4a9c-b1b2-c21603d1ccbc,True,Saved,0.08447147,Normal,Open Play,,,,,,Celta Vigo,209,00:23:16.310,Shot,True
,,,,,,,,,,,,,,,,0.583032,,,,,,,,,,,,,cd047294-0dd9-4dec-b033-e072e1e21187,2795,,"[116.4, 55.5]",3825594,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Michael Krohn-Dehli,6356.0,Left Midfield,147,Sevilla,213,['ec3560af-9b4f-4843-915f-9a3dd30cbd74'],0,,Right Foot,"[120.0, 45.0, 4.7]",True,"[{'location': [111.2, 35.8], 'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.2, 32.9], 'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.7, 35.9], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.9, 41.6], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [116.2, 35.5], 'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.9, 29.0], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.6, 37.7], 'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 43.7], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.3, 51.0], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.1, 43.9], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.4, 45.4], 'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [114.6, 40.8], 'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.7, 42.8], 'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.3, 36.9], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 37.1], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.5, 46.7], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.0, 41.8], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",dfb46028-bcd8-4fc0-8e32-c062e60187ec,,Off T,0.011458152,Normal,Open Play,,,,,,Sevilla,213,00:30:00.532,Shot,
,,,,,,,,,,,,,,,,0.723159,,,,,,,,,,,,,6e7a58a3-3ed6-4bca-8f36-e975887da4bc,2856,,"[112.0, 34.5]",3825594,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Fernando Llorente Torres,3486.0,Left Center Forward,153,Sevilla,213,"['10466004-0cdf-44ff-a5a6-1450aa99d366', '3f3f59fd-77f8-4b1d-834a-d30e3f763c01']",53,True,Head,"[113.7, 41.4]",,"[{'location': [114.8, 43.9], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.8, 36.5], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.2, 35.9], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 34.8], 'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.3, 39.8], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.1, 34.5], 'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.3, 42.9], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.2, 43.8], 'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.1, 42.6], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.5, 40.6], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.1, 47.8], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.1, 35.0], 'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.0, 36.5], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.2, 38.8], 'player': {'id': 6038, 'name': 'John Guidetti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.7, 38.3], 'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.2, 36.1], 'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 46.2], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.2, 40.6], 'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",80ead23d-a890-4eb0-83d8-73cc144f3afe,,Wayward,0.049785573,Normal,Open Play,,,,,,Sevilla,213,00:33:53.183,Shot,True
,,,,,,,,,,,,,,,,1.144207,,,,,,,,,,,,,6a90ef8d-ecd7-494c-8598-4dfa95b4415b,2917,,"[92.2, 28.6]",3825594,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Daniel Wass,6797.0,Right Defensive Midfield,156,Celta Vigo,209,['910db564-b573-41bd-8e11-07d46d766f6e'],55,,Right Foot,"[119.1, 36.8, 0.9]",,"[{'location': [118.4, 41.2], 'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.8, 31.7], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 30.9], 'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [101.8, 30.2], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 29.4], 'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 27.3], 'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.5, 42.3], 'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.1, 45.1], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.2, 39.0], 'player': {'id': 6356, 'name': 'Michael Krohn-Dehli'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [90.3, 43.5], 'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [92.7, 42.0], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.4, 31.8], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.8, 25.2], 'player': {'id': 6038, 'name': 'John Guidetti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.4, 37.7], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Saved,0.04159042,Normal,Free Kick,,,,,,Celta Vigo,209,00:35:55.392,Shot,
,,,,,,,,,,,,,,,,0.573621,,,,,,,,,,,,,f3212e27-03c5-44b0-92dc-99678d65a39d,2933,,"[112.1, 39.1]",3825594,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,John Guidetti,6038.0,Center Forward,157,Celta Vigo,209,"['9e6ca2c8-b314-4768-8855-c774d8ca7441', 'a6c5ee89-8692-4958-872d-9f7039543460']",25,,Right Foot,"[116.5, 43.6]",True,"[{'location': [114.7, 38.6], 'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.2, 39.7], 'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [115.1, 42.1], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 39.9], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 26.9], 'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.8, 23.8], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [92.0, 32.7], 'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [119.0, 39.7], 'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.8, 25.4], 'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.4, 30.0], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.5, 36.2], 'player': {'id': 6356, 'name': 'Michael Krohn-Dehli'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [116.4, 36.7], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 25.9], 'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.1, 45.7], 'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.8, 37.2], 'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.5, 33.2], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.7, 39.8], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Wayward,0.11300695,Overhead Kick,Open Play,,,,,,Celta Vigo,209,00:36:25.292,Shot,True
,,,,,,,,,,,,,,,,0.058133,,,,,,,,,,,,,a75565f7-684a-4dd4-8690-d18b9fed0321,3252,,"[109.8, 36.9]",3825594,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kevin Gameiro,6401.0,Right Center Forward,173,Sevilla,213,"['d95f0ad7-4341-4453-866b-d942872071e8', 'e25c7b07-6451-4149-8e7d-aef2a7213cc9']",30,,Left Foot,"[111.7, 37.0]",,"[{'location': [111.1, 35.6], 'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.4, 29.5], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.4, 38.5], 'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 35.8], 'player': {'id': 6356, 'name': 'Michael Krohn-Dehli'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.8, 38.7], 'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 38.2], 'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 59.6], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 37.0], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.9, 53.9], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 39.2], 'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.3, 28.4], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.6, 29.8], 'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.9, 38.5], 'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.5, 52.2], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.0, 61.3], 'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.0, 55.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",c6601d68-79ce-46a4-ae67-2186c072ed46,,Blocked,0.09740316,Half Volley,Open Play,,,,,,Sevilla,213,00:44:30.307,Shot,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.9, 43.0]",,Set,,Shot Faced,d024aab1-2d55-414e-9c07-73b7369f2ad7,89,,"[2.9, 43.0]",3825594,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Rico González,6823.0,Goalkeeper,4,Celta Vigo,209,['27b4a97c-a9bd-4b96-bda4-c7da247316cf'],23,,,,,,,,,,,,,,,,,Sevilla,213,00:01:23.511,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.8, 39.9]",,Set,,Shot Faced,3176a41e-1ded-407a-a264-b2133967ab5b,107,,"[2.8, 39.9]",3825594,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Álvarez Conde,6884.0,Goalkeeper,6,Sevilla,213,['0da69e0e-c17c-4c9e-b6d3-ad3b22af6a79'],30,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:30.352,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[1.7, 38.2]",,Set,,Shot Faced,a0e708c2-2786-4304-8231-70940777937f,213,,"[1.7, 38.2]",3825594,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Rico González,6823.0,Goalkeeper,9,Celta Vigo,209,['95d34d6e-cb74-4740-a097-42a646bc9c48'],24,,,,,,,,,,,,,,,,,Sevilla,213,00:04:24.392,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.0, 39.8]",,Set,,Shot Faced,c79c8775-6289-42bf-8b55-af5e6513351b,588,,"[2.0, 39.8]",3825594,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Rico González,6823.0,Goalkeeper,26,Celta Vigo,209,['0baf4bf0-13f6-4d6b-9e4f-efaadef86c32'],39,,,,,,,,,,,,,,,,,Sevilla,213,00:13:39.423,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,No Touch,Set,Diving,Goal Conceded,fc556468-2edb-4819-a7e9-ee930b726235,624,,"[2.4, 42.6]",3825594,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Rico González,6823.0,Goalkeeper,28,Celta Vigo,209,['e0d661c6-7895-4c9a-a865-f11accc0d6d6'],48,,,,,,,,,,,,,,,,,Sevilla,213,00:14:48.306,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,Claim,,,Keeper Sweeper,a547f082-99d3-426c-a1b4-1bf3e6a6e3b0,665,,"[4.5, 41.9]",3825594,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Sergio Álvarez Conde,6884.0,Goalkeeper,31,Celta Vigo,209,['09014a3f-7009-4dea-8b2b-389ec8f701d9'],34,,,,,,,,,,,,,,,,,Celta Vigo,209,00:16:34.412,Goal Keeper,
