50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.4987,,,,,,,,,,,,13668b9a-94f7-4f6e-87a0-276094885158,3244,,,"[87.0, 36.0]",19732,91,,,,,,,,,,,,,,,,,,,2,From Counter,Rinsola Babajide,15613.0,Left Wing,178,Liverpool WFC,966,['a8d4bd38-b2a1-4350-ad84-4d6fdf990857'],46,,Left Foot,"[120.0, 36.0, 3.8]",,"[{'location': [86.0, 43.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 58.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [84.0, 44.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.0, 41.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [80.0, 31.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [91.0, 36.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 34.0], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 41.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",be743fbf-4d30-44d4-85ba-2e28269d0f62,Off T,0.019195931,Normal,Open Play,,,,,,Liverpool WFC,966,00:46:46.393,Shot,
,,,,,,,,,,,,0.9307,,,,,,,,,,,,d9634575-874b-4966-a64f-f662758a958e,3275,,,"[113.0, 34.0]",19732,93,,,,,,,,,,,,,,,,,,,2,From Counter,Gemma Suzanne Davison,15721.0,Left Wing,181,Reading WFC,974,['40e928b8-a24e-4823-a1b0-f842817f8e1b'],1,,Right Foot,"[119.0, 37.0, 0.7]",,"[{'location': [104.0, 35.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 39.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 35.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 32.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",5a46897a-c7e4-409e-a654-f3389beca347,Saved,0.17334065,Normal,Open Play,,,,,,Reading WFC,974,00:48:01.013,Shot,
,,,,,,,,,,,,0.0,,,,,,,"[1.0, 38.0]",,Set,,Shot Faced,5c9a89e8-3b73-43fd-9036-4d576eb8d3f2,44,,,"[2.0, 41.0]",19732,0,,,,,,,,,,,,,,,,,,,1,From Throw In,Frances Kitching,19778.0,Goalkeeper,4,Reading WFC,974,['cd22e0ad-4563-4244-a447-d355b553b46e'],47,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:47.564,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,Both Hands,,Success,Set,Diving,Shot Saved,1774a8df-5c4e-44dc-81eb-502390fee79d,583,,,"[2.0, 43.0]",19732,13,,,,,,,,,,,,,,,,,,,1,From Free Kick,Grace Moloney,15719.0,Goalkeeper,28,Liverpool WFC,966,['29f65863-4d7e-4283-8a7e-3dceeb681a25'],29,,,,,,,,,,,,,,,,Reading WFC,974,00:13:29.478,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,"[2.0, 40.0]",,Set,,Shot Faced,584d58f6-1cca-4150-be17-84d2ade456a2,659,,,"[1.0, 39.0]",19732,15,,,,,,,,,,,,,,,,,,,1,From Free Kick,Frances Kitching,19778.0,Goalkeeper,32,Reading WFC,974,['5d7e7cda-6e52-48e9-9c9c-d845b7379d24'],48,,,,,,,,,,,,,,,,Liverpool WFC,966,00:15:48.911,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,Both Hands,,Success,Moving,Diving,Shot Saved,94f5f236-d51c-483f-8607-d710e9a88566,675,,,"[1.0, 40.0]",19732,18,,,,,,,,,,,,,,,,,,,1,Regular Play,Frances Kitching,19778.0,Goalkeeper,34,Liverpool WFC,966,['fce605f5-1f4f-4196-9619-350a4e1bb942'],5,,,,,,,,,,,,,,,,Liverpool WFC,966,00:18:05.689,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,Both Hands,,Success,Set,Standing,Shot Saved,859a3c83-6700-43a2-b3b4-c951e8c21dc3,789,,,"[2.0, 41.0]",19732,21,,,,,,,,,,,,,,,,,,,1,Regular Play,Grace Moloney,15719.0,Goalkeeper,41,Reading WFC,974,['38221d75-14f5-4de9-8027-0ad241422009'],30,,,,,,,,,,,,,,,,Reading WFC,974,00:21:30.848,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,,Claim,,,Keeper Sweeper,2385d17f-ec6a-4bee-b6af-6b5daecf0e33,838,,,"[11.0, 49.0]",19732,22,,,,,,,,,,,,,,,,,,,1,From Keeper,Grace Moloney,15719.0,Goalkeeper,46,Reading WFC,974,['05d81c30-e2b2-4ba1-8733-73589a244ae5'],31,,,,,,,,,,,,,,,,Reading WFC,974,00:22:31.350,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,Right Hand,,Touched Out,Moving,Diving,Shot Saved,e84c7256-e3eb-4237-8029-5906d228440f,1196,,,"[4.0, 40.0]",19732,32,,,,,,,,,,,,,,,,,,,1,Regular Play,Frances Kitching,19778.0,Goalkeeper,70,Reading WFC,974,['e53b9b0e-76b7-4db2-a9b5-0523041e3fee'],9,,,,,,,,,,,,,,,,Liverpool WFC,966,00:32:09.045,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,"[1.0, 39.0]",,Set,,Shot Faced,d60d91ca-b772-4ff5-be0d-d4ce0e8b3f5f,1201,,,"[1.0, 42.0]",19732,32,,,,,,,,,,,,,,,,,,,1,From Corner,Frances Kitching,19778.0,Goalkeeper,71,Reading WFC,974,['37724f11-502b-4e2a-865f-7405747a4f1b'],47,,,,,,,,,,,,,,,,Liverpool WFC,966,00:32:47.723,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,,No Touch,Moving,Standing,Goal Conceded,94f12198-cf3e-4366-8b09-c2e6eae9d79b,1255,,,"[6.0, 37.0]",19732,35,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Frances Kitching,19778.0,Goalkeeper,76,Reading WFC,974,['e117afb6-b789-4a25-a046-2b6c9d5c9c12'],5,,,,,,,,,,,,,,,,Liverpool WFC,966,00:35:05.664,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,Both Hands,,Saved Twice,Set,Standing,Shot Saved,28dec0b9-4af4-453d-bfeb-3e82dca69136,1527,,,"[2.0, 41.0]",19732,44,,,,,,,,,,,,,,,,,,,1,From Throw In,Frances Kitching,19778.0,Goalkeeper,90,Liverpool WFC,966,['18b81077-cb29-402e-9597-092d20d04898'],8,,,,,,,,,,,,,,,,Liverpool WFC,966,00:44:08.036,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,"[4.0, 41.0]",,Set,,Shot Faced,38261417-d962-40dc-9c25-c4f8882992c8,1724,,,"[2.0, 42.0]",19732,46,,,,,,,,,,,,,,,,,,,2,From Throw In,Frances Kitching,19778.0,Goalkeeper,100,Reading WFC,974,['35475c23-c953-4f88-8638-33165fd6cf4b'],46,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:46.712,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,"[3.0, 42.0]",,Set,,Shot Faced,a675e986-33a5-4823-8d0f-95f3a5567293,1975,,,"[3.0, 41.0]",19732,53,,,,,,,,,,,,,,,,,,,2,From Throw In,Frances Kitching,19778.0,Goalkeeper,116,Reading WFC,974,['477d4d03-3a2d-4c09-a18c-972450fa7d43'],22,,,,,,,,,,,,,,,,Liverpool WFC,966,00:08:22.272,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,"[4.0, 42.0]",,Set,,Shot Faced,827d1a27-28ba-42ae-a46e-812502c52535,2018,,,"[2.0, 41.0]",19732,56,,,,,,,,,,,,,,,,,,,2,From Free Kick,Frances Kitching,19778.0,Goalkeeper,122,Reading WFC,974,['04edd376-232d-4386-ab05-f47a027ea853'],53,,,,,,,,,,,,,,,,Liverpool WFC,966,00:11:53.957,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,"[3.0, 42.0]",,Moving,,Shot Faced,3c421572-f1c1-4646-9e91-9bf3b6794228,2157,,,"[2.0, 43.0]",19732,62,,,,,,,,,,,,,,,,,,,2,From Corner,Frances Kitching,19778.0,Goalkeeper,129,Reading WFC,974,['6e87cd36-3601-461f-99d9-cfc26c82ae88'],23,,,,,,,,,,,,,,,,Liverpool WFC,966,00:17:23.150,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,"[3.0, 41.0]",,Set,,Shot Faced,c21d1515-ae16-4db6-8759-8c155b1e5676,2550,,,"[3.0, 41.0]",19732,71,,,,,,,,,,,,,,,,,,,2,Regular Play,Frances Kitching,19778.0,Goalkeeper,142,Reading WFC,974,['2c6198c2-02db-4b37-a561-91838fe8c350'],4,,,,,,,,,,,,,,,,Liverpool WFC,966,00:26:04.902,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,"[3.0, 41.0]",,Set,,Shot Faced,982e677b-07b3-4bca-baa1-216bc211955e,2584,,,"[3.0, 41.0]",19732,72,,,,,,,,,,,,,,,,,,,2,Regular Play,Frances Kitching,19778.0,Goalkeeper,144,Reading WFC,974,['1c5a8ebd-e911-4230-b1a3-1823a5fcb112'],25,,,,,,,,,,,,,,,,Liverpool WFC,966,00:27:25.412,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,"[3.0, 41.0]",,Set,,Shot Faced,9b865fce-3ab3-43e2-85da-7cbdb03a21e3,2631,,,"[3.0, 43.0]",19732,74,,,,,,,,,,,,,,,,,,,2,From Free Kick,Frances Kitching,19778.0,Goalkeeper,148,Reading WFC,974,['02625097-87c0-4e63-b01f-28405fd35191'],24,,,,,,,,,,,,,,,,Liverpool WFC,966,00:29:24.844,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,"[3.0, 40.0]",,Set,,Shot Faced,a1d8d4a7-d92b-4705-96b3-797fe0da0e50,2797,,,"[3.0, 40.0]",19732,80,,,,,,,,,,,,,,,,,,,2,From Throw In,Frances Kitching,19778.0,Goalkeeper,155,Reading WFC,974,['c7b71593-3586-478a-b5cc-231df410d472'],34,,,,,,,,,,,,,,,,Liverpool WFC,966,00:35:34.070,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,"[4.0, 41.0]",,Moving,,Shot Faced,38659df9-72c3-49e9-9c0a-c8566304af3f,2827,,,"[3.0, 40.0]",19732,81,,,,,,,,,,,,,,,,,,,2,From Throw In,Frances Kitching,19778.0,Goalkeeper,155,Reading WFC,974,['56387427-3708-4bbb-8ed8-94fd4adcbbf7'],5,,,,,,,,,,,,,,,,Liverpool WFC,966,00:36:05.708,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,"[2.0, 40.0]",,Set,,Shot Faced,4b113634-2494-41dd-8aec-cc473f8574a7,3110,,,"[2.0, 42.0]",19732,88,,,,,,,,,,,,,,,,,,,2,From Throw In,Grace Moloney,15719.0,Goalkeeper,171,Liverpool WFC,966,['0f9f459d-78da-451e-9833-a7d3c55203e3'],20,,,,,,,,,,,,,,,,Reading WFC,974,00:43:20.824,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,"[2.0, 40.0]",,Set,,Shot Faced,a8d4bd38-b2a1-4350-ad84-4d6fdf990857,3245,,,"[2.0, 40.0]",19732,91,,,,,,,,,,,,,,,,,,,2,Regular Play,Grace Moloney,15719.0,Goalkeeper,178,Liverpool WFC,966,['13668b9a-94f7-4f6e-87a0-276094885158'],47,,,,,,,,,,,,,,,,Reading WFC,974,00:46:47.892,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,Right Foot,,In Play Safe,Set,Standing,Shot Saved,40e928b8-a24e-4823-a1b0-f842817f8e1b,3276,,,"[3.0, 43.0]",19732,93,,,,,,,,,,,,,,,,,,,2,Regular Play,Frances Kitching,19778.0,Goalkeeper,181,Reading WFC,974,['d9634575-874b-4966-a64f-f662758a958e'],1,,,,,,,,,,,,,,,,Liverpool WFC,966,00:48:01.944,Goal Keeper,
,,,,,,,,,,,,0.0,,,,,,,,,,,,dda2d2ef-6758-4d9c-b863-3ebcd6fdbaf4,48,,,"[61.0, 55.0]",19732,1,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Courtney Sweetman-Kirk,15611.0,Center Forward,5,Liverpool WFC,966,,14,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:14.326,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,3bda2974-5198-4b2a-865d-4b1fe543ae29,55,,,"[72.0, 42.0]",19732,1,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fara Williams,10251.0,Left Wing,5,Liverpool WFC,966,,19,,,,,,,,,,,,,,,,Reading WFC,974,00:01:19.906,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,32e8f4de-3f54-47e4-b1d0-e5e7c3cbd5ea,206,,,"[92.0, 51.0]",19732,4,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lauren Bruton,15726.0,Center Forward,9,Reading WFC,974,,26,,,,,,,,,,,,,,,,Reading WFC,974,00:04:26.409,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,dc603660-79e9-42da-93ee-822237798e01,221,,,"[105.0, 77.0]",19732,4,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lauren Bruton,15726.0,Center Forward,9,Reading WFC,974,,40,,,,,,,,,,,,,,,,Reading WFC,974,00:04:40.675,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,5361aa9a-b7ae-42fa-a0ac-90c63ab5871c,372,,,"[111.0, 72.0]",19732,8,,,,,,,,,,,,,,,,,,,1,From Throw In,Rachel Rowe,19780.0,Right Defensive Midfield,18,Reading WFC,974,,46,,,,,,,,,,,,,,,,Reading WFC,974,00:08:46.580,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,998398ea-88c7-4364-bb17-0de2f593916f,380,,,"[44.0, 18.0]",19732,9,,,,,,,,,,,,,,,,,,,1,Regular Play,Courtney Sweetman-Kirk,15611.0,Center Forward,20,Liverpool WFC,966,,6,,,,,,,,,,,,,,,,Liverpool WFC,966,00:09:06.521,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,4e7447a8-58b6-48c7-ac67-bd8c20933bdd,418,,,"[92.0, 72.0]",19732,9,,,,,,,,,,,,,,,,,,,1,Regular Play,Jessica Anne Clarke,15218.0,Right Wing,20,Liverpool WFC,966,,41,,,,,,,,,,,,,,,,Liverpool WFC,966,00:09:41.756,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,b7ef3404-e085-4b34-9e48-0a6dd26f270e,432,,,"[62.0, 40.0]",19732,9,,,,,,,,,,,,,,,,,,,1,Regular Play,Lauren Bruton,15726.0,Center Forward,21,Reading WFC,974,,55,,,,,,,,,,,,,,,,Reading WFC,974,00:09:55.912,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,fe1faa47-cc9a-4d51-8867-d9f60a134856,471,,,"[90.0, 49.0]",19732,10,,,,,,,,,,,,,,,,,,,1,Regular Play,Lauren Bruton,15726.0,Center Forward,21,Reading WFC,974,,33,,,,,,,,,,,,,,,,Reading WFC,974,00:10:33.529,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,d7efb322-fb3d-4f22-a2d2-694378e52c5a,692,,,"[100.0, 70.0]",19732,19,,,,,,,,,,,,,,,,,,,1,From Free Kick,Natasha Harding,15725.0,Right Back,36,Reading WFC,974,['1488400a-1ce4-43d5-8032-bce3274be743'],5,,,,,,,,,,,,,,,,Reading WFC,974,00:19:05.653,Miscontrol,True
,,,,,,,,,,,,0.0,,,,,,,,,,,,be2c021c-1fb5-430a-954d-c0f6b27644be,698,,,"[55.0, 7.0]",19732,19,,,,,,,,,,,,,,,,,,,1,From Free Kick,Courtney Sweetman-Kirk,15611.0,Center Forward,36,Reading WFC,974,,11,,,,,,,,,,,,,,,,Liverpool WFC,966,00:19:11.401,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,4cc2fc61-8c81-488f-9cac-401b6c6484c9,711,,,"[72.0, 27.0]",19732,19,,,,,,,,,,,,,,,,,,,1,From Throw In,Lauren Bruton,15726.0,Center Forward,37,Reading WFC,974,['52ba66f5-57ee-49ac-9e69-f7c64756710b'],30,,,,,,,,,,,,,,,,Reading WFC,974,00:19:30.465,Miscontrol,True
,,,,,,,,,,,,0.0,,,,,,,,,,,,ad837764-7941-4076-947d-7520a18c88bc,814,,,"[110.0, 75.0]",19732,22,,,,,,,,,,,,,,,,,,,1,Regular Play,Jessica Anne Clarke,15218.0,Right Wing,43,Liverpool WFC,966,,13,,,,,,,,,,,,,,,,Liverpool WFC,966,00:22:13.615,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,2e391ea1-48c8-4cce-8322-ccfc978927b2,823,,,"[54.0, 50.0]",19732,22,,,,,,,,,,,,,,,,,,,1,Regular Play,Remi Allen,18149.0,Right Wing,44,Reading WFC,974,,21,,,,,,,,,,,,,,,,Reading WFC,974,00:22:21.400,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,640f210d-cc01-4d76-84d7-e61fc4e99b86,875,,,"[91.0, 76.0]",19732,23,,,,,,,,,,,,,,,,,,,1,From Throw In,Jessica Anne Clarke,15218.0,Right Wing,48,Liverpool WFC,966,,29,,,,,,,,,,,,,,,,Liverpool WFC,966,00:23:29.187,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,88b7d480-f2ea-4947-a54f-143b62bf5547,920,,,"[106.0, 26.0]",19732,24,,,,,,,,,,,,,,,,,,,1,From Throw In,Lauren Bruton,15726.0,Center Forward,49,Reading WFC,974,['9ec3cbe9-d570-4571-9f95-a95ce4441aa6'],15,,,,,,,,,,,,,,,,Reading WFC,974,00:24:15.886,Miscontrol,True
,,,,,,,,,,,,0.0,,,,,,,,,,,,6d0a5b65-3dfd-4e79-a988-af43691c031c,977,,,"[81.0, 17.0]",19732,26,,,,,,,,,,,,,,,,,,,1,From Free Kick,Courtney Sweetman-Kirk,15611.0,Center Forward,55,Liverpool WFC,966,,15,,,,,,,,,,,,,,,,Liverpool WFC,966,00:26:15.351,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,e678b0ff-d074-486d-964d-8cd56b233425,1070,,,"[94.0, 75.0]",19732,28,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jessica Anne Clarke,15218.0,Right Wing,63,Liverpool WFC,966,,45,,,,,,,,,,,,,,,,Liverpool WFC,966,00:28:45.640,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,5eac5a2f-1d0b-45e9-9574-756b08f0d63e,1089,,,"[82.0, 9.0]",19732,29,,,,,,,,,,,,,,,,,,,1,From Free Kick,Niamh Charles,15631.0,Left Wing,63,Liverpool WFC,966,,4,,,,,,,,,,,,,,,,Liverpool WFC,966,00:29:04.690,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,6f93cfcb-9c15-4959-919b-1ab710696e3e,1235,,,"[117.0, 78.0]",19732,33,,,,,,,,,,,,,,,,,,,1,Regular Play,Natasha Harding,15725.0,Right Back,73,Reading WFC,974,,59,,,,,,,,,,,,,,,,Reading WFC,974,00:33:59.101,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,65a0a42b-a4dd-4b4d-8cd4-b1e477d82958,1244,,,"[86.0, 12.0]",19732,34,,,,,,,,,,,,,,,,,,,1,From Throw In,Jessica Anne Clarke,15218.0,Right Wing,75,Liverpool WFC,966,,41,,,,,,,,,,,,,,,,Liverpool WFC,966,00:34:41.793,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,e48c6f4d-2ab2-409e-8d43-ac020f4b5b42,1321,,,"[97.0, 27.0]",19732,37,,,,,,,,,,,,,,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Center Attacking Midfield,82,Reading WFC,974,,46,,,,,,,,,,,,,,,,Reading WFC,974,00:37:46.996,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,9b61af8c-c51e-4c7f-8a80-be9ffb1df0db,1390,,,"[79.0, 19.0]",19732,39,,,,,,,,,,,,,,,,,,,1,From Throw In,Mayumi Pacheco,15724.0,Left Back,84,Reading WFC,974,,18,,,,,,,,,,,,,,,,Reading WFC,974,00:39:18.675,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,875663ab-4441-4e2c-81f9-9642835e1674,1402,,,"[89.0, 78.0]",19732,39,,,,,,,,,,,,,,,,,,,1,From Throw In,Natasha Harding,15725.0,Right Back,84,Reading WFC,974,,37,,,,,,,,,,,,,,,,Reading WFC,974,00:39:37.960,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,e54d3817-1c7d-46e6-96f6-e9c694472c45,1413,,,"[66.0, 14.0]",19732,40,,,,,,,,,,,,,,,,,,,1,From Throw In,Courtney Sweetman-Kirk,15611.0,Center Forward,85,Liverpool WFC,966,,6,,,,,,,,,,,,,,,,Liverpool WFC,966,00:40:06.686,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,d6691637-7879-44fa-9b14-4d261e3493e0,1447,,,"[100.0, 27.0]",19732,41,,,,,,,,,,,,,,,,,,,1,From Throw In,Courtney Sweetman-Kirk,15611.0,Center Forward,86,Liverpool WFC,966,,27,,,,,,,,,,,,,,,,Liverpool WFC,966,00:41:27.122,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,abe05b31-92a8-40f4-91e2-bf4b82a9ce4c,1538,,,"[58.0, 15.0]",19732,44,,,,,,,,,,,,,,,,,,,1,From Keeper,Courtney Sweetman-Kirk,15611.0,Center Forward,91,Liverpool WFC,966,,17,,,,,,,,,,,,,,,,Liverpool WFC,966,00:44:17.250,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,fe648789-d7c3-4481-8a1d-487f18428899,1619,,,"[37.0, 4.0]",19732,46,,,,,,,,,,,,,,,,,,,1,Regular Play,Niamh Charles,15631.0,Left Wing,95,Reading WFC,974,,29,,,,,,,,,,,,,,,,Liverpool WFC,966,00:46:29.682,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,54ba5f3e-7f78-4f64-b81e-d0f2fddaa0f6,1792,,,"[90.0, 42.0]",19732,47,,,,,,,,,,,,,,,,,,,2,Regular Play,Lauren Bruton,15726.0,Center Forward,102,Reading WFC,974,,58,,,,,,,,,,,,,,,,Reading WFC,974,00:02:58.662,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,8b969a61-019e-48f1-85bb-85f9e02e3e9f,1954,,,"[17.0, 4.0]",19732,52,,,,,,,,,,,,,,,,,,,2,Regular Play,Mayumi Pacheco,15724.0,Left Back,113,Reading WFC,974,['8673a2e6-fc11-43eb-b265-49c854e69b57'],32,,,,,,,,,,,,,,,,Reading WFC,974,00:07:32.937,Miscontrol,True
,,,,,,,,,,,,0.0,,,,,,,,,,,,1bd151af-39ce-4da7-b431-382fe2d331b9,1958,,,"[105.0, 68.0]",19732,52,,,,,,,,,,,,,,,,,,,2,From Throw In,Niamh Charles,15631.0,Right Wing,114,Liverpool WFC,966,,50,,,,,,,,,,,,,,,,Liverpool WFC,966,00:07:50.047,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,ad3266bb-d980-4bf3-ac5d-e6a6692d42c7,1984,,,"[112.0, 3.0]",19732,53,,,,,,,,,,,,,,,,,,,2,Regular Play,Brooke Chaplen,15723.0,Center Attacking Midfield,118,Reading WFC,974,,58,,,,,,,,,,,,,,,,Reading WFC,974,00:08:58.725,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,a6c9a535-15c8-4ebb-a54f-511206ac0fd2,2031,,,"[61.0, 31.0]",19732,57,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Rachel Furness,15706.0,Left Defensive Midfield,123,Liverpool WFC,966,,31,,,,,,,,,,,,,,,,Reading WFC,974,00:12:31.520,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,ab70db0d-c393-4f6f-8f1e-841a9fc9f115,2049,,,"[103.0, 77.0]",19732,57,,,,,,,,,,,,,,,,,,,2,From Throw In,Satara Murray,15629.0,Right Back,124,Liverpool WFC,966,,52,,,,,,,,,,,,,,,,Liverpool WFC,966,00:12:52.399,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,39409b68-e8ba-4472-8b60-8d02e34fd5f8,2066,,,"[67.0, 8.0]",19732,58,,,,,,,,,,,,,,,,,,,2,From Throw In,Laura Coombs,19416.0,Left Center Midfield,124,Liverpool WFC,966,,12,,,,,,,,,,,,,,,,Liverpool WFC,966,00:13:12.037,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,1786451a-acf1-4c82-b38f-759be81be8fd,2108,,,"[73.0, 78.0]",19732,59,,,,,,,,,,,,,,,,,,,2,From Throw In,Niamh Charles,15631.0,Right Wing,126,Reading WFC,974,,5,,,,,,,,,,,,,,,,Liverpool WFC,966,00:14:05.893,Miscontrol,
