ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,"[82.1, 27.1]",,,,,,,,,,,1.09404,,,,,,,,,,,,,148aac83-0a36-49ca-8614-9133cf8c7ce7,2456,,,"[81.6, 23.2]",3775591,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Dagný Brynjarsdóttir,10124.0,Right Defensive Midfield,142,West Ham United LFC,972,"['60416b6c-5d65-4548-80ed-fd9cf4ee3f2a', '97137890-acdd-475c-9072-91ac04783262', 'b52995ac-36ed-414b-8b5d-a4b996588d14']",43,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:24:43.152,Carry,True
,,,,"[107.7, 75.2]",,,,,,,,,,,2.24933,,,,,,,,,,,,,814c2dbe-1195-4c54-8410-546f4792456b,2460,,,"[107.2, 75.5]",3775591,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,142,West Ham United LFC,972,"['12dc21c2-2682-4f82-994c-715f8e1c82b7', '196dff23-c43a-4eac-97c6-4587434f3e64']",46,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:24:46.824,Carry,
,,,,"[92.3, 73.3]",,,,,,,,,,,1.085027,,,,,,,,,,,,,0ecac90d-84ce-4afe-a204-2c83479eefcc,2463,,,"[91.5, 72.5]",3775591,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Grace Fisk,34232.0,Right Center Back,142,West Ham United LFC,972,"['10aa99b1-c875-407e-a164-235f95a431f3', '3eaf825c-bd36-432f-8e12-bb8c3bd1618a', '545611e5-9fc3-4f3a-b1ee-473f95622da1']",50,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:24:50.324,Carry,True
,,,,"[14.9, 45.5]",,,,,,,,,,,17.963272,,,,,,,,,,,,,7b01a917-fd12-4411-9dfe-a3c6ebb7de24,2468,,,"[7.5, 36.5]",3775591,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Zecira Musovic,62713.0,Goalkeeper,143,Chelsea FCW,971,"['6e94935a-2762-4384-9ba8-0dae3a853809', 'd6a6aa93-3a02-4e40-baf5-3c3b7538dc8f']",53,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:24:53.623,Carry,
,,,,"[63.6, 21.7]",,,,,,,,,,,1.437419,,,,,,,,,,,,,49c46b40-7ac0-437b-a466-b6f7d5180495,2474,,,"[60.6, 18.0]",3775591,70,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Emily Louise van Egmond,5076.0,Left Attacking Midfield,143,Chelsea FCW,971,"['3dddd38e-4719-4ddc-9015-fc83a68c1d5c', '80f1cb7f-cd48-4614-8363-d3f1bc426092', '9ae17e77-8fd3-45a6-abdd-3f37393ad47e']",19,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:25:19.016,Carry,True
,,,,"[6.3, 76.4]",,,,,,,,,,,4.579324,,,,,,,,,,,,,9749f043-64be-4769-ba05-613a35b9bcf0,2479,,,"[22.8, 55.4]",3775591,70,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Maren Nævdal Mjelde,10395.0,Right Center Back,143,Chelsea FCW,971,"['1d7cd754-8f0c-4f21-bb8f-3ce8dd2f1c1d', '702803ca-1697-40bf-b811-c767068b2b77', 'ef2640d4-9b2a-4e4d-b628-68e091aec357']",23,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:23.585,Carry,True
,,,,"[12.7, 70.3]",,,,,,,,,,,0.123185,,,,,,,,,,,,,6a6dd0cf-7a76-4d8f-8d8b-2532409759ca,2483,,,"[12.7, 70.3]",3775591,70,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Niamh Charles,15631.0,Right Back,143,Chelsea FCW,971,"['2a563c75-a9af-4a76-91d2-145f54e6a146', '2a91c1a8-c483-4903-81c8-24c8fd59627f']",29,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:29.962,Carry,
,,,,"[49.6, 65.1]",,,,,,,,,,,0.917923,,,,,,,,,,,,,1de12011-6e4a-446a-93fe-3e620bccf93c,2494,,,"[50.9, 64.2]",3775591,70,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Bethany England,15550.0,Left Center Forward,143,Chelsea FCW,971,"['6f373777-c138-4bc7-9c90-c4ef604c6064', 'cbada3c6-fb9e-498f-9a1e-7afce69ca8f3', 'dd22f843-5f27-4ae4-bebc-e0affea9f9c3']",38,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:38.613,Carry,True
,,,,"[39.1, 69.3]",,,,,,,,,,,0.781829,,,,,,,,,,,,,34963505-6847-462a-9d05-b12ccbd91214,2498,,,"[39.4, 69.3]",3775591,70,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,So-Yun Ji,4647.0,Right Midfield,143,Chelsea FCW,971,"['315b42e9-9aae-4c94-9c94-115caffb4b40', '9a6b2540-af52-4e1c-abd3-8de2bee9ce1a']",40,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:40.269,Carry,
,,,,"[104.3, 58.7]",,,,,,,,,,,5.520004,,,,,,,,,,,,,ef3e7aa0-11be-4fe2-a38a-607af915e392,2501,,,"[95.2, 75.2]",3775591,70,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Francesca Kirby,4641.0,Right Center Forward,143,Chelsea FCW,971,"['8a2bdacb-debc-48d3-a7ae-16ab1df30719', 'f22f1f15-a39e-4553-b753-d63354b9849a']",45,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:45.861,Carry,
,,,,"[97.7, 54.1]",,,,,,,,,,,2.305343,,,,,,,,,,,,,0f237578-aab5-4897-8f6f-669d5a3c5db7,2504,,,"[101.1, 43.7]",3775591,70,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Jessie Alexandra Fleming,25612.0,Right Center Midfield,143,Chelsea FCW,971,"['2f4d3944-4ab8-498c-8f90-b6c08db37000', '622b4300-7be3-4314-8c09-45c133eff0d9', '7f9a4754-3061-4899-b787-84cb3c651f2a']",52,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:52.231,Carry,True
,,,,"[89.7, 73.3]",,,,,,,,,,,1.460706,,,,,,,,,,,,,148b02fe-ed05-405f-8af8-b616960d3c54,2509,,,"[89.7, 73.3]",3775591,70,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,So-Yun Ji,4647.0,Right Midfield,143,Chelsea FCW,971,"['5b4f8ddb-4150-418b-9d85-f3fe0b671291', 'f689f4e0-6314-4fc8-a90c-e1c359ec9e76']",55,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:55.791,Carry,
,,,,"[52.4, 2.4]",,,,,,,,,,,1.579856,,,,,,,,,,,,,c2b82a4f-9dd3-4430-afba-11925a06ceaa,2528,,,"[53.2, 4.6]",3775591,71,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kenza Dali,15421.0,Right Attacking Midfield,145,West Ham United LFC,972,"['1f004874-0528-497d-8481-321cba37191b', '9c181591-096f-48b8-89e9-85e2a0c4c1d3', 'ed54d14f-6675-4d18-81fc-92832145ef25']",53,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:26:53.475,Carry,True
,,,,"[82.0, 49.7]",,,,,,,,,,,2.677309,,,,,,,,,,,,,25ad8638-f0fb-4c97-bf42-cf7c70fd05cd,2538,,,"[76.6, 60.4]",3775591,71,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Guro Reiten,10514.0,Left Midfield,145,West Ham United LFC,972,"['87e004ef-11cd-4815-8d17-9743f40cfb6a', 'b9be8984-d3e2-4c4f-b4b8-b50b44b5aca3', 'c89ef82d-ebe1-42a1-acc3-7c78cd405bba']",58,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:26:58.179,Carry,True
,,,,"[93.9, 30.9]",,,,,,,,,,,0.168387,,,,,,,,,,,,,67775c26-e3e4-4c69-875b-e3e0c9ada9d4,2543,,,"[93.8, 34.8]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Francesca Kirby,4641.0,Right Center Forward,145,West Ham United LFC,972,"['0cfbad0d-7691-4828-86a9-cff2e1b9864f', '629cb3f0-ea35-4fb4-bf58-85039b70d7da', 'abaa04c9-b984-4d26-a8cc-c024f203cb34']",1,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:01.887,Carry,True
,,,,"[28.4, 66.5]",,,,,,,,,,,1.954898,,,,,,,,,,,,,9682e090-7ce0-428b-a569-00471d8e193b,2547,,,"[27.1, 58.8]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kate Longhurst,18147.0,Left Defensive Midfield,145,West Ham United LFC,972,"['14c1097c-e6af-4012-bf0c-246edf1618c2', 'feaca36a-4820-4722-a10b-2cb15a8f3762']",4,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:27:04.115,Carry,
,,,,"[40.0, 51.1]",,,,,,,,,,,3.267975,,,,,,,,,,,,,3254a352-8e7c-4560-80d8-46a274652f3b,2551,,,"[42.2, 59.9]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kenza Dali,15421.0,Right Attacking Midfield,145,West Ham United LFC,972,"['2a130b8a-322a-4aa8-a5ae-c203dbd5d5fd', '2bc9418e-ee7b-48f7-9880-44fd0c8ab718', '6f20645d-8fb2-4484-a58e-880d6b0c88bd']",7,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:27:07.481,Carry,True
,,,,"[25.2, 54.1]",,,,,,,,,,,1.125701,,,,,,,,,,,,,ff2b17e0-c9da-44f8-84bf-388ee96a219c,2554,,,"[25.7, 54.7]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Grace Fisk,34232.0,Right Center Back,145,West Ham United LFC,972,"['2507fc62-047f-4f5d-8ed9-dad2be52cf8f', '92603149-005c-4b63-a084-af278013a674']",11,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:27:11.940,Carry,
,,,,"[11.3, 43.6]",,,,,,,,,,,1.266815,,,,,,,,,,,,,813eee5a-7ffb-4865-8f05-3f4e7231d925,2557,,,"[9.9, 44.2]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Courtney Brosnan,31555.0,Goalkeeper,145,West Ham United LFC,972,"['1b85a663-2c09-4856-b577-8d0df83a5f69', '67b8f3eb-9cb9-409f-a6a1-dd80d17a3d5c', 'b85f6836-9aac-447b-8d54-63d2581a7147']",14,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:27:14.964,Carry,True
,,,,"[34.8, 69.3]",,,,,,,,,,,1.09098,,,,,,,,,,,,,9472812d-9587-48fb-8853-9ae08ed79648,2561,,,"[39.1, 57.1]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Dagný Brynjarsdóttir,10124.0,Right Defensive Midfield,145,West Ham United LFC,972,"['50b29bf0-517d-4d3a-8ca5-64449a72476d', '90a89add-664f-4920-abb3-6b7665c4afb6', 'abc33fe3-0ebc-4ebc-ad84-4c3b40a58c7a']",18,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:27:18.140,Carry,True
,,,,"[32.8, 77.0]",,,,,,,,,,,0.445208,,,,,,,,,,,,,3a233868-ffc6-4642-bafe-ee1166e7e2f4,2569,,,"[32.2, 75.9]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,145,West Ham United LFC,972,"['0b7b15ff-6458-485e-948b-ae4b62c0f9b2', '37226014-4f48-497e-88a2-c065fb5556da', 'c0101156-1787-4975-9129-aa233246e9cd']",22,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:27:22.532,Carry,True
,,,,"[84.3, 5.9]",,,,,,,,,,,0.802987,,,,,,,,,,,,,87fe662c-1587-4860-87d3-eb39cc6873e2,2579,,,"[77.9, 11.1]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,146,Chelsea FCW,971,"['55d15550-281f-40b1-bff3-ac975d09bf41', '80379346-d5e1-461a-9e3c-f465a20b19c3', '932de95c-b6cd-4bd5-9661-b562db076cf9']",26,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:26.196,Carry,True
,,,,"[85.3, 16.6]",,,,,,,,,,,1.084676,,,,,,,,,,,,,62236a32-c754-41cd-937a-6c18aecbae0a,2583,,,"[87.0, 15.5]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francesca Kirby,4641.0,Right Center Forward,146,Chelsea FCW,971,"['5acdf025-ef69-4968-8918-3851cb24c3f4', '6d960a34-1230-43d7-b987-f05f0ad27610', 'fb3dfe5f-32e6-4372-8eb6-d739c06098a3']",27,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:27.707,Carry,True
,,,,"[95.6, 26.0]",,,,,,,,,,,0.119999,,,,,,,,,,,,,1ecc88f5-761c-4f34-82fd-edbd538df7aa,2587,,,"[95.2, 26.0]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bethany England,15550.0,Left Center Forward,146,Chelsea FCW,971,"['d9b700ec-e87e-456b-a485-9dacb98ed3f3', 'de37e12d-01bf-4f3a-b40c-307d14edf7e7']",29,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:29.452,Carry,
,,,,"[88.4, 32.9]",,,,,,,,,,,0.274279,,,,,,,,,,,,,4776cbe3-e0cd-4899-ab7b-10585f09cae1,2591,,,"[91.2, 31.8]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessie Alexandra Fleming,25612.0,Right Center Midfield,146,Chelsea FCW,971,"['2738c19d-9881-4883-a769-9a210c421c6c', '393b3348-dd8b-43cc-9cdb-b14a98a142df', 'f180e8c1-c633-46ca-969d-434b70dab9f2']",31,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:31.322,Carry,True
,,,,"[97.4, 23.5]",,,,,,,,,,,0.950248,,,,,,,,,,,,,3e81d62b-f9e9-450e-bf5c-b762737b3844,2596,,,"[97.4, 25.7]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,146,Chelsea FCW,971,"['4b06ea5c-d845-4ad5-be0a-622734848332', 'bdb0b5bc-d072-452a-9d07-15ae3508722f', 'c569cf0b-843a-48f3-8dc8-2b532361d70a']",33,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:33.299,Carry,True
,,,,"[95.6, 21.3]",,,,,,,,,,,1.746753,,,,,,,,,,,,,bbfa1a57-e66a-4957-b719-a9ea6cdb292e,2599,,,"[90.8, 18.8]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Guro Reiten,10514.0,Left Midfield,146,Chelsea FCW,971,"['616e36c8-4dfa-4cb6-acb4-d980b26e1b2c', '9fca442a-01bf-4793-a44f-6d2bcd9ef823']",35,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:35.502,Carry,
,,,,"[14.1, 34.2]",,,,,,,,,,,8.210588,,,,,,,,,,,,,5cb5314d-33f4-4f20-bdee-5ed588c84237,2603,,,"[2.2, 45.9]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Courtney Brosnan,31555.0,Goalkeeper,147,West Ham United LFC,972,"['1b941729-cc45-4184-b4e4-9577aff4835f', 'ad04f117-3a0a-4879-86a6-05e9eae34300']",39,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:27:39.576,Carry,
,,,,"[42.1, 10.6]",,,,,,,,,,,2.516292,,,,,,,,,,,,,5fafdb62-730b-4b1d-bb09-38818e3f212d,2606,,,"[21.8, 20.0]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Laura Vetterlein,31556.0,Left Center Back,147,West Ham United LFC,972,"['201d807d-3100-441d-9ef1-92b791369610', '2987e6c3-066d-4d17-9e9b-478f86147c26']",49,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:27:49.206,Carry,
,,,,"[71.3, 2.1]",,,,,,,,,,,3.843085,,,,,,,,,,,,,f1bbe1a0-bcdf-42f2-a8ae-2015d5953f79,2610,,,"[51.6, 2.4]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katerina Svitková,24403.0,Left Wing Back,147,West Ham United LFC,972,"['21eae80c-fea0-4bfd-b78f-e524fe9d75ac', 'bd23e693-afd3-4618-8e88-c03357455208', 'e0985a21-0e6b-4f07-ba40-61faeefc7172']",53,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:27:53.590,Carry,True
,,,,"[31.6, 75.2]",,,,,,,,,,,1.286441,,,,,,,,,,,,,0d7e2de5-d23d-4d51-bcc1-81a57e3a295c,2614,,,"[35.0, 77.5]",3775591,72,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Niamh Charles,15631.0,Right Back,147,West Ham United LFC,972,"['49f02eed-05ae-40c0-9aff-8503c46d4496', '75d4bcb0-fdd6-4ede-9e23-d4ddb3ec71dc']",58,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:58.417,Carry,
,,,,"[6.3, 50.5]",,,,,,,,,,,0.08,,,,,,,,,,,,,53a52710-08b6-4b40-a2a0-80b8a7be6744,2618,,,"[9.3, 51.4]",3775591,73,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Zecira Musovic,62713.0,Goalkeeper,147,West Ham United LFC,972,"['3656fd6f-573d-4d53-9006-f6a4100fd96a', '6ced2b96-4ee4-46ad-9b9b-48c90b4e6fce', 'd4d25db6-f9cc-495e-86df-8032c4bc1901']",2,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:28:02.385,Carry,True
,,,,"[32.8, 42.3]",,,,,,,,,,,1.782258,,,,,,,,,,,,,a9b4ff4f-f910-4b6b-944c-97b87d24b6ba,2633,,,"[28.2, 41.1]",3775591,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Courtney Brosnan,31555.0,Goalkeeper,150,West Ham United LFC,972,"['19c83968-70e8-4311-a9c4-ebbbb1ce6d82', '33849a04-7cb2-4b37-8864-dbf3d84afa2d']",5,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:29:05.436,Carry,
,,,,"[35.6, 59.1]",,,,,,,,,,,1.261764,,,,,,,,,,,,,29f4e781-7b36-4c50-baed-8f6f5144a4fe,2636,,,"[35.6, 54.9]",3775591,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Dagný Brynjarsdóttir,10124.0,Right Defensive Midfield,150,West Ham United LFC,972,"['1ce9a178-2a22-4ffa-b15c-a80397e77cf0', 'b3e99a82-a5f7-487c-85c2-cf191200c799', 'f6347646-2db3-44df-ab10-5cd19efaa33e']",7,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:29:07.986,Carry,True
,,,,"[83.2, 20.5]",,,,,,,,,,,2.841349,,,,,,,,,,,,,78886965-8d8f-44fd-a792-97085069986c,2641,,,"[60.0, 21.3]",3775591,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Guro Reiten,10514.0,Left Midfield,151,Chelsea FCW,971,"['e8d31cb1-064a-4b94-a1fe-28fd18549aad', 'fe26b1cf-56f3-448f-b9b7-ec0330598048']",10,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:29:10.341,Carry,
,,,,"[115.4, 10.3]",,,,,,,,,,,1.99452,,,,,,,,,,,,,a7fcda02-9e57-4a6d-bcaf-8d754007d2ed,2644,,,"[111.8, 12.0]",3775591,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francesca Kirby,4641.0,Right Center Forward,151,Chelsea FCW,971,"['086cb361-862c-4bcf-a777-9b71f4e2b5f7', '8ee9067f-e187-4729-9d5c-5b3b3d439038']",17,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:29:17.575,Carry,
,,,,"[96.6, 11.1]",,,,,,,,,,,1.492054,,,,,,,,,,,,,bfd75ef8-4910-41a4-8896-52b51d16758b,2647,,,"[95.6, 11.4]",3775591,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,151,Chelsea FCW,971,"['0b03f03b-5b77-41ec-a27f-23d4f53849ab', '956e073a-2f58-4021-aa6f-68bf6aa00a0d']",21,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:29:21.329,Carry,
,,,,"[15.2, 25.7]",,,,,,,,,,,12.144466,,,,,,,,,,,,,3c798e66-5831-48d6-9439-e19e35fcd9f3,2656,,,"[3.6, 35.1]",3775591,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Courtney Brosnan,31555.0,Goalkeeper,151,Chelsea FCW,971,"['078e1f76-d7a2-4d88-b909-f132dac469c0', '8fc4aa40-e3fc-48e7-82dc-7dcdb5369664']",30,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:29:30.178,Carry,
,,,,"[36.6, 3.4]",,,,,,,,,,,1.940268,,,,,,,,,,,,,f855a1ac-23c0-47f8-8713-fdcb672586a6,2660,,,"[38.1, 2.0]",3775591,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katerina Svitková,24403.0,Left Wing Back,151,Chelsea FCW,971,"['2dc3c2bb-5998-471b-bb0d-b59c73bb902a', '80fa333c-11b6-4cec-84b8-e4014b22be7d', 'da1ad68c-104b-4a7b-9e2e-8583140e408c']",43,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:29:43.969,Carry,True
,,,,"[82.8, 77.2]",,,,,,,,,,,1.220241,,,,,,,,,,,,,7b819cc6-dd43-47f5-9b57-1f767722894f,2663,,,"[83.5, 76.7]",3775591,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bethany England,15550.0,Left Center Forward,151,Chelsea FCW,971,"['0c510907-1827-45a3-aa04-ea1adc9e01cd', '571a7bc1-db8a-46c6-adef-4399b84a1e1a', 'f8bc0e70-6fb2-4804-9638-23d392bb5871']",45,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:29:45.909,Carry,True
,,,,"[76.8, 75.2]",,,,,,,,,,,0.374642,,,,,,,,,,,,,d2031bfb-09f9-49de-b91b-28862516c839,2667,,,"[76.6, 75.0]",3775591,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,So-Yun Ji,4647.0,Right Midfield,151,Chelsea FCW,971,"['6ffbee10-025c-4358-a895-c59e83dc37f2', 'cd418329-c9ee-44f0-8e9d-d43f1fff2968']",48,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:29:48.088,Carry,
,,,,"[93.8, 73.4]",,,,,,,,,,,2.70611,,,,,,,,,,,,,27a3cfd0-fe40-45c3-a1f9-5e1872c1de5d,2670,,,"[90.5, 67.3]",3775591,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessie Alexandra Fleming,25612.0,Right Center Midfield,151,Chelsea FCW,971,"['25310db0-1904-4faa-b2b6-3f7616a03516', '48cb56ec-891a-4f56-aa56-c4eec15fb246', 'b326b144-8969-4e2e-8750-0775d945121b']",49,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:29:49.495,Carry,True
,,,,"[112.3, 65.9]",,,,,,,,,,,2.419613,,,,,,,,,,,,,409d0574-9535-401c-be10-346af32e4543,2678,,,"[112.4, 60.4]",3775591,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessie Alexandra Fleming,25612.0,Right Center Midfield,151,Chelsea FCW,971,"['98c7684c-3c5b-42ad-862d-ecfd90e307f0', 'af040605-dd2f-4a7a-92ba-9ac4b585b4b3', 'dc18a5e3-4276-425c-a970-f7308e5576f3']",56,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:29:56.326,Carry,True
,,,,"[102.4, 79.7]",,,,,,,,,,,3.094979,,,,,,,,,,,,,febc02a9-dc54-43a0-8d2c-711e132bf3ed,2681,,,"[102.9, 75.5]",3775591,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bethany England,15550.0,Left Center Forward,151,Chelsea FCW,971,"['1604f0a7-91e8-4db6-bae8-f9ad3c655eec', 'a1d8aef9-2711-4126-904f-d9e4f732ddfd', 'cbe518d8-c8cf-4e1d-ae17-45f5cdbecfbf']",58,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:29:58.905,Carry,True
,,,,"[106.0, 73.3]",,,,,,,,,,,0.035906,,,,,,,,,,,,,3dc484f0-3411-4ca7-b04b-0cc6376ea4fa,2685,,,"[106.0, 73.0]",3775591,75,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,So-Yun Ji,4647.0,Right Midfield,151,Chelsea FCW,971,"['095aade7-e93f-4611-b742-504e5f5d7ff9', '49ee645d-8a77-4494-a6fd-28155ab01535']",2,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:30:02.563,Carry,
,,,,"[10.8, 3.1]",,,,,,,,,,,1.880515,,,,,,,,,,,,,7c1b7f8d-ecca-4075-a3e5-32060c1d6904,2689,,,"[10.6, 2.4]",3775591,75,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katerina Svitková,24403.0,Left Wing Back,152,West Ham United LFC,972,"['90aa690d-f5cf-464b-8789-4f9db79dbe3c', 'abbf368d-9be8-4df9-98d1-e0b2fa20db25', 'd33f0069-76a6-4848-aaec-c3f477c4dd67']",3,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:30:03.306,Carry,True
,,,,"[34.8, 3.4]",,,,,,,,,,,2.017038,,,,,,,,,,,,,c0ab20f3-dc2c-42af-9a85-56a36117b76c,2695,,,"[22.9, 3.4]",3775591,75,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katerina Svitková,24403.0,Left Wing Back,152,West Ham United LFC,972,"['1fb428ed-2c1d-4b9d-a1f5-8cadfefb5cad', '9f354ba8-29da-4b1c-9fad-5ef21bb406f8', 'e445cc60-9d14-4bbd-a325-7728f1d82695']",8,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:30:08.793,Carry,True
