bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ac7d1b2-0adb-45d4-ad80-c91e38646e8b,2224,,"[76.8, 6.8]",3754219,60,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Harry Arter,3304.0,Left Center Midfield,116,AFC Bournemouth,28,['bf23b35c-1eeb-429f-8fb0-3ac62d8a5e64'],47,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:15:47.244,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207225c4-7499-4a8e-b658-4a1e8477cf77,2231,,"[89.4, 6.1]",3754219,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Junior Stanislas,3463.0,Left Midfield,117,AFC Bournemouth,28,['2c566717-106d-453e-876d-4cb46d9d68b9'],1,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:17:01.190,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5530ac1-6a02-4080-b4b7-15760ef6e3f2,2234,,"[82.3, 25.1]",3754219,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Harry Arter,3304.0,Left Center Midfield,117,AFC Bournemouth,28,['586fbb7b-90ca-46ec-84d1-cc50fd838c78'],5,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:17:05.268,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa658e9d-2241-4818-b284-3aa9cff50c9c,2237,,"[89.5, 72.1]",3754219,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adam Smith,6409.0,Right Back,117,AFC Bournemouth,28,['09afc310-43e8-4df4-9faa-937148c79169'],9,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:17:09.482,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ae580e4-4311-434d-a2dd-fe3764eded2f,2240,,"[84.8, 62.2]",3754219,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Harry Arter,3304.0,Left Center Midfield,117,AFC Bournemouth,28,['a00b6f31-6b13-4459-8bf7-f9e6f5d23d7b'],12,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:17:12.660,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cbfe522-61f7-41db-bfb1-aba79ac373b5,2243,,"[81.2, 40.9]",3754219,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andrew Surman,3344.0,Center Defensive Midfield,117,AFC Bournemouth,28,['2f557070-2551-4518-8e6f-c0ad330a5075'],15,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:17:15.066,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28439b8e-9056-4ee0-ae17-603aec54a270,2246,,"[88.1, 25.1]",3754219,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Junior Stanislas,3463.0,Left Midfield,117,AFC Bournemouth,28,['8c069ca4-d6a1-48e6-9146-e2d0d370c837'],17,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:17:17.249,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3bb4e59-6a35-4bd2-a147-92f5735c5a78,2248,,"[72.4, 19.2]",3754219,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andrew Surman,3344.0,Center Defensive Midfield,117,AFC Bournemouth,28,['164f58ac-959d-4ded-a814-c76151558ea7'],18,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:17:18.532,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd82a6a2-8bb8-43c8-abd1-1e491ba90408,2252,,"[90.6, 13.0]",3754219,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Glenn Murray,3085.0,Center Forward,117,AFC Bournemouth,28,['3fc69cb9-4c77-4627-979a-312b4b606905'],21,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:17:21.643,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8669f013-8c93-4784-8142-748dd08ab515,2256,,"[43.6, 68.7]",3754219,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Craig Gardner,9485.0,Right Midfield,117,AFC Bournemouth,28,['149f57b3-ce64-40ce-bd09-8a5434a76269'],23,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:17:23.842,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03402343-35ea-4ddb-b8b5-796ec6e79c39,2260,,"[47.7, 78.1]",3754219,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Stéphane Sessègnon,2966.0,Center Attacking Midfield,117,AFC Bournemouth,28,['6688f629-4339-4355-b775-258360c2562c'],26,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:17:26.124,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4852f786-c0f9-4cbd-971e-82e81e912d5b,2265,,"[70.1, 71.6]",3754219,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Salomón Rondón Giménez,4041.0,Center Forward,118,West Bromwich Albion,27,['2b9e08a5-c21e-4c48-a9a3-4972d7c91676'],32,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:18:32.842,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57784442-e044-4475-902c-8800ac0ba5fd,2270,,"[38.0, 40.5]",3754219,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Matt Ritchie,3049.0,Right Midfield,119,AFC Bournemouth,28,['d6c21c48-355e-40aa-a7e4-e52525397988'],37,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:18:37.191,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6962ec49-fbea-4b03-bfb0-b7c39bfaaba6,2273,,"[29.4, 31.6]",3754219,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,119,AFC Bournemouth,28,['d5361119-dd0f-4e1f-b2f0-dd1dd8f51e65'],38,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:18:38.172,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20472150-e76d-4541-aeb2-73d4809ec34d,2276,,"[45.9, 23.7]",3754219,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Arter,3304.0,Left Center Midfield,119,AFC Bournemouth,28,['c4cd0478-74e2-4ef3-b996-2c1496c919ab'],42,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:18:42.181,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9d7dccc-39dd-4ae4-b1aa-42368a123b40,2278,,"[35.0, 28.4]",3754219,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,119,AFC Bournemouth,28,['204b0b69-56e2-4cd8-b154-b00a07c39ec2'],43,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:18:43.276,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0dca3c99-dc9b-4e45-94c2-004cf5725cf4,2281,,"[52.8, 49.5]",3754219,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dan Gosling,3343.0,Right Center Midfield,119,AFC Bournemouth,28,['b292ffa0-af7a-476b-bd00-02c664980fc4'],46,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:18:46.922,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7397a010-41fc-428b-9128-c7fa50fa6f7e,2284,,"[63.0, 23.8]",3754219,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Arter,3304.0,Left Center Midfield,119,AFC Bournemouth,28,['11d94489-d9a1-4f28-8203-f657c8a0c7c2'],53,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:18:53.013,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4fee6525-369d-4f75-b306-4890b659f21f,2287,,"[81.0, 2.5]",3754219,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Junior Stanislas,3463.0,Left Midfield,119,AFC Bournemouth,28,['f456dca0-b005-4796-a7fa-15d7abb3e25a'],56,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:18:56.571,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667ec58c-6e19-424b-8e61-bb764e5f97a3,2290,,"[73.1, 9.0]",3754219,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Arter,3304.0,Left Center Midfield,119,AFC Bournemouth,28,['ec11b9d7-9a79-47db-bc24-16c4b966de33'],58,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:18:58.655,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714b1794-9d53-4fca-a07f-620ce14c1854,2293,,"[62.1, 20.0]",3754219,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,119,AFC Bournemouth,28,['c411819a-6264-4bcd-96fb-b4cf7e30b710'],1,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:19:01.149,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c683cd2-76c4-485f-a9c0-daddc86a627c,2300,,"[82.6, 74.5]",3754219,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adam Smith,6409.0,Right Back,119,AFC Bournemouth,28,['8ccb80a1-1bbc-4239-8628-52bf5f0b8734'],11,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:19:11.068,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27faaa78-2cf7-475b-95ee-6754d828e4f5,2303,,"[93.2, 75.3]",3754219,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Matt Ritchie,3049.0,Right Midfield,119,AFC Bournemouth,28,['abec33fc-29ff-4b8f-a240-5b55cf012ec4'],16,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:19:16.728,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cd1fef6-7910-4855-a189-783c23c4f233,2308,,"[81.9, 61.9]",3754219,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Arter,3304.0,Left Center Midfield,119,AFC Bournemouth,28,['0d73aa8e-1fb6-4bca-8a04-745b8c29ac44'],20,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:19:20.110,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cff940ea-9f28-40b9-9ec1-a30eebfed4d1,2311,,"[75.4, 31.7]",3754219,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,119,AFC Bournemouth,28,['3504a87b-e189-4574-a7d9-b16349892b72'],24,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:19:24.244,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93dec231-7ecf-439b-8a9e-71e05bcc6973,2314,,"[76.5, 5.6]",3754219,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Charlie Daniels,3345.0,Left Back,119,AFC Bournemouth,28,['ad9a1260-2362-4a1e-a16d-a4f9c1b7065a'],26,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:19:26.160,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a18ac54-2862-43f7-a84e-7fa386eb2a52,2317,,"[82.9, 18.8]",3754219,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Junior Stanislas,3463.0,Left Midfield,119,AFC Bournemouth,28,['2852193c-812b-4c94-a2fb-5d9abd2ad851'],26,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:19:26.939,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683e7738-aa9f-4337-a73d-f919b4ad3cab,2322,,"[50.9, 77.7]",3754219,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stéphane Sessègnon,2966.0,Center Attacking Midfield,119,AFC Bournemouth,28,['da406890-8ba4-4661-b5bf-d23269fc5185'],30,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:19:30.297,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e608fb93-c768-4ab1-8c94-a8f0ef494b9e,2329,,"[8.7, 30.8]",3754219,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Artur Boruc,20074.0,Goalkeeper,119,AFC Bournemouth,28,['fe1866ac-bdb9-48e5-9ae3-a42f1237f938'],35,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:19:35.588,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4b2e7e8-cfd3-4e21-8609-96a36df4585a,2331,,"[23.5, 4.2]",3754219,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Steve Cook,3341.0,Left Center Back,119,AFC Bournemouth,28,['f4c04432-c238-4b4c-91c7-e46e7059a913'],38,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:19:38.095,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d107d2d-c4fc-4462-90e3-4f21654d2d4d,2333,,"[116.2, 70.6]",3754219,64,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Salomón Rondón Giménez,4041.0,Center Forward,120,West Bromwich Albion,27,['88132cbd-c1b0-428d-a6ec-6add38eae551'],58,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:19:58.448,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee8cc8b3-4262-4c66-971a-afe15f9f9ee1,2337,,"[113.4, 79.0]",3754219,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Craig Dawson,3523.0,Right Back,120,West Bromwich Albion,27,['4c8d0f8b-6531-426c-ac21-f44ec726982c'],1,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:20:01.540,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cedc814b-3b25-4199-9267-10995fd86d9c,2340,,"[106.5, 72.9]",3754219,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Salomón Rondón Giménez,4041.0,Center Forward,120,West Bromwich Albion,27,['500c20c2-6605-40fe-bbb6-efc44dbf23ac'],2,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:20:02.527,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2b37547-4f6f-4259-a7d5-a8feedcbddf9,2344,,"[114.8, 10.3]",3754219,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Chris Brunt,3541.0,Left Back,120,West Bromwich Albion,27,"['01707d08-8ad6-4349-b914-d7f93d5f9c3e', '40e2eaa1-3b67-4972-b793-73f7e6a0521f']",8,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:20:08.758,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d5ce3c8-86fe-4e62-b42a-0b494cf6185a,2347,,"[95.5, 6.4]",3754219,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jonathan Grant Evans,11012.0,Left Center Midfield,120,West Bromwich Albion,27,['8a15b489-271f-4597-8556-408a0e0dcf0c'],15,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:20:15.503,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37f3b42f-e8b0-4a9c-a114-ab114a79c641,2351,,"[102.7, 4.2]",3754219,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Chris Brunt,3541.0,Left Back,120,West Bromwich Albion,27,"['20108d99-7476-4eef-a7be-228d498a3ab1', '760ed268-5796-4740-9a0b-58ecc106dbad']",19,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:20:19.230,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623f398a-ba8d-4135-813e-b2a43eac2095,2359,,"[23.3, 44.0]",3754219,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Steve Cook,3341.0,Left Center Back,122,AFC Bournemouth,28,['0e8c288c-e36b-4f16-b9ec-60dc1dc20121'],45,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:20:45.530,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c6661fd-046b-4a28-8ab4-43c6fdaafc71,2361,,"[30.0, 14.1]",3754219,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Charlie Daniels,3345.0,Left Back,122,AFC Bournemouth,28,['adf244a9-1fe7-4bb0-bf78-63ced1256b1c'],48,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:20:48.345,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3703294-afad-42ac-ba23-60a5c0f84793,2364,,"[61.7, 2.0]",3754219,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Junior Stanislas,3463.0,Left Midfield,122,AFC Bournemouth,28,['40c7232c-9a55-488b-a9e9-0e62a9c09383'],51,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:20:51.605,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f179ba4e-5a17-40a4-ad1d-617ed25bc117,2379,,"[85.2, 49.3]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gareth McAuley,3596.0,Right Center Back,123,West Bromwich Albion,27,['69bf36eb-5384-4f06-81d6-8ed9bb8660e4'],8,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:08.585,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad09abf4-f4ac-47d9-9fc9-6166a2a71f4f,2382,,"[68.0, 23.5]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonathan Grant Evans,11012.0,Left Center Midfield,123,West Bromwich Albion,27,['bdf765bd-d3b6-4bbd-9aa8-20cc5b2b0d84'],11,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:11.110,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7cbe36fa-8095-41a0-9ed7-f8d776b9e225,2385,,"[47.7, 27.8]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonas Olsson,20527.0,Left Center Back,123,West Bromwich Albion,27,['af6edc0e-83b2-42a1-849f-6a47996ce8df'],15,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:15.005,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae503363-49f8-4c67-90a0-5b9198ad0548,2387,,"[48.7, 57.8]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gareth McAuley,3596.0,Right Center Back,123,West Bromwich Albion,27,['1edfe747-2511-46cf-8818-ff833ebe8108'],17,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:17.355,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d65afb25-148d-4feb-9a8e-b1080bfc9380,2390,,"[55.1, 78.5]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Craig Dawson,3523.0,Right Back,123,West Bromwich Albion,27,['6f2d44b7-a937-4712-96af-02532db6720a'],19,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:19.575,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7cef33e3-c406-4c65-ab4e-e2efd386daaa,2393,,"[73.2, 77.0]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stéphane Sessègnon,2966.0,Center Attacking Midfield,123,West Bromwich Albion,27,['b0378165-ede8-4d22-aa98-8c43c3863b9d'],21,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:21.449,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e87bbf9-eef5-42ab-a299-840821fbfe37,2396,,"[70.4, 67.0]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Craig Dawson,3523.0,Right Back,123,West Bromwich Albion,27,['955e5045-b60c-48fb-8990-f42bb850e9dc'],23,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:23.392,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61a72027-97a9-4787-a565-af93239a36ff,2399,,"[83.8, 67.0]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Craig Gardner,9485.0,Right Midfield,123,West Bromwich Albion,27,['18a0be72-a771-4e71-a04a-9bb61669fd15'],24,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:24.991,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490da40e-3a81-49e2-8df6-fbd2009fe8d6,2402,,"[89.9, 77.6]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stéphane Sessègnon,2966.0,Center Attacking Midfield,123,West Bromwich Albion,27,['add4b1c0-a98c-460e-8ed4-1495c4309163'],27,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:27.521,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a394024-b72d-4e62-b5e0-0d72faca6f84,2405,,"[86.5, 72.5]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Craig Gardner,9485.0,Right Midfield,123,West Bromwich Albion,27,['92f130cc-fecc-4b68-90c0-f2f1c3aa695d'],37,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:37.002,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297e113b-250e-4505-a273-29ce71fbfd70,2409,,"[93.9, 77.7]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stéphane Sessègnon,2966.0,Center Attacking Midfield,123,West Bromwich Albion,27,['d02ed558-198a-4e84-aa2d-755adb029e65'],39,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:39.191,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a68d349d-7a2b-49a3-a9cf-907a96b05830,2412,,"[81.1, 75.4]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Craig Dawson,3523.0,Right Back,123,West Bromwich Albion,27,['6f235b6b-9a9f-4028-a483-bbd66075f286'],41,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:41.101,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06e22251-8d59-481f-b77b-44b6a26f0136,2415,,"[63.6, 59.1]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gareth McAuley,3596.0,Right Center Back,123,West Bromwich Albion,27,['2118a83b-1f6e-4c11-adc4-30fbe443b8a2'],44,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:44.851,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b89a2fc7-06df-41f4-9d7e-53083b16222d,2417,,"[62.9, 27.8]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonas Olsson,20527.0,Left Center Back,123,West Bromwich Albion,27,['68a61ca7-5b1a-4b44-ad68-5c5f39284e07'],48,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:48.401,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e9d0352-06c1-4502-af05-c3eb7e528d12,2419,,"[64.3, 4.8]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonathan Grant Evans,11012.0,Left Center Midfield,123,West Bromwich Albion,27,['19a3b205-34f6-4f4e-80be-15e14979e2d2'],49,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:49.737,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a1aa21f-959b-4281-91e3-bc430a0b6af3,2422,,"[63.1, 36.6]",3754219,66,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Darren Fletcher,4022.0,Right Center Midfield,123,West Bromwich Albion,27,['d6ea2d57-1930-4836-a48a-2ca93b905a02'],53,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:21:53.057,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4940e34-05fc-4ff0-9a70-a621f627522f,2428,,"[65.3, 29.6]",3754219,67,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Chris Brunt,3541.0,Left Back,124,West Bromwich Albion,27,['6c70f0d0-4d06-4824-a900-44a5fb8e0a2e'],4,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:22:04.553,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3259ec02-6d62-415d-8849-6f422fcfd264,2432,,"[116.2, 23.1]",3754219,67,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,José Salomón Rondón Giménez,4041.0,Center Forward,124,West Bromwich Albion,27,"['26812d29-7d51-4e3f-8b2d-ab413b2d08e0', 'f5d69aae-0bf3-43fc-b59d-af9fb23888be']",9,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:22:09.568,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c7d9294-6622-4dfc-b637-108844c55ead,2437,,"[21.6, 56.0]",3754219,67,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adam Smith,6409.0,Right Back,125,AFC Bournemouth,28,['1929f2e3-cb9b-4688-8419-28e67fd6b6d2'],16,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:22:16.873,Ball Receipt*,
